environment,k,n_sims,surface_share_mean,surface_share_sd,unique_arms_mean,unique_arms_sd,unique_share_mean,unique_share_sd,cumulative_richness_mean,cumulative_richness_sd,avg_richness_per_round_mean,avg_richness_per_round_sd,early_richness_flow_mean,early_richness_flow_sd,late_richness_flow_mean,late_richness_flow_sd,late_new_discovery_rate_mean,late_new_discovery_rate_sd,deep_visit_share_mean,deep_visit_share_sd
breadth_city,100,700,0.8,0.0,71.70714285714286,3.755180095683882,0.7170714285714286,0.03755180095683882,74.06095714285715,4.511768367077732,0.3703047857142857,0.02255884183538866,0.6058768571428571,0.0525662094761823,0.23460457142857144,0.05865726389521991,0.14925714285714287,0.05092310329290225,0.19628571428571429,0.043530660083979184
depth_town,10,700,0.2,0.0,9.987142857142857,0.11265805224081356,0.9987142857142857,0.011265805224081354,134.12891428571427,23.829219223911313,0.6706445714285715,0.11914609611955657,0.43047228571428575,0.09501813347493848,0.7838994285714286,0.1777015126544326,0.0005428571428571429,0.0032499921506969577,0.8008857142857143,0.12808033671513058
