arm_regime,n_sims,experienced_richness_mean,experienced_richness_sd,experienced_ecological_mean,experienced_ecological_sd,early_discovery_rate_mean,early_discovery_rate_sd,late_discovery_rate_mean,late_discovery_rate_sd,novelty_decay_mean,novelty_decay_sd
fixed,300,71.42666666666666,3.806742556161224,0.7142666666666666,0.03806742556161224,0.6922,0.0534087383611833,0.15526666666666666,0.049372011864573184,0.5369333333333334,0.07416150543839364
flowing,300,64.00666666666666,4.250484939653618,0.6400666666666667,0.04250484939653618,0.4003333333333333,0.05553277310641788,0.2172,0.05339313314150675,0.18313333333333334,0.08117172468839681
