k,budget_level,cost_profile,algorithm,arm_regime,n_sims,ecological_richness_mean,ecological_richness_sd,feasible_richness_mean,feasible_richness_sd,experienced_richness_mean,experienced_richness_sd,unexplored_options_mean,unexplored_options_sd,unaffordable_options_mean,unaffordable_options_sd,conversion_feasible_ecological_mean,conversion_feasible_ecological_sd,conversion_experienced_feasible_mean,conversion_experienced_feasible_sd,conversion_experienced_ecological_mean,conversion_experienced_ecological_sd,choice_entropy_mean,choice_entropy_sd,entropy_over_feasible_max_mean,entropy_over_feasible_max_sd,entropy_over_ecological_max_mean,entropy_over_ecological_max_sd,explore_prop_mean,explore_prop_sd,switching_rate_mean,switching_rate_sd,top_arm_concentration_mean,top_arm_concentration_sd,avg_reward_mean,avg_reward_sd,avg_feasible_time_cost_mean,avg_feasible_time_cost_sd,avg_feasible_money_cost_mean,avg_feasible_money_cost_sd,early_discovery_rate_mean,early_discovery_rate_sd,middle_discovery_rate_mean,middle_discovery_rate_sd,late_discovery_rate_mean,late_discovery_rate_sd,novelty_decay_mean,novelty_decay_sd
10,generous,low,thompson,flowing,30,10.0,0.0,10.0,0.0,9.966666666666667,0.17950549357115014,0.03333333333333333,0.17950549357115014,0.0,0.0,1.0,0.0,0.9966666666666667,0.01795054935711501,0.9966666666666667,0.01795054935711501,1.894941369106328,0.15140905684811076,0.8229625801330712,0.06575611789931024,0.8229625801330712,0.06575611789931024,0.049833333333333334,0.0008975274678557515,0.7251256281407035,0.05167415955310148,0.29833333333333334,0.06481169304651403,0.9023333333333333,0.02048305532764963,0.2574504582416669,0.04545665123454235,0.2551897601261775,0.041525834431377806,0.16066666666666668,0.023371397523944137,0.014,0.017243356208503417,0.0013333333333333333,0.004988876515698589,0.15933333333333333,0.025024432505497945
10,generous,low,ucb,fixed,30,10.0,0.0,9.966666666666667,0.17950549357115014,9.966666666666667,0.17950549357115014,0.03333333333333333,0.17950549357115014,0.03333333333333333,0.17950549357115014,0.9966666666666667,0.01795054935711501,1.0,0.0,0.9966666666666667,0.01795054935711501,2.2860287289479757,0.019840876047858894,0.9943257423438504,0.0025628932589079707,0.9928096624544104,0.008616782983711513,0.049833333333333334,0.0008975274678557515,0.9966499162479062,0.002996405999999731,0.125,0.006454972243679031,0.9015,0.019024107513012728,0.24972199076062118,0.06197347205297714,0.24791047061253274,0.06472276892332002,0.19933333333333333,0.003590109871423006,0.0,0.0,0.0,0.0,0.19933333333333333,0.003590109871423006
10,generous,low,ucb,flowing,30,10.0,0.0,9.966666666666667,0.17950549357115014,9.966666666666667,0.17950549357115014,0.03333333333333333,0.17950549357115014,0.03333333333333333,0.17950549357115014,0.9966666666666667,0.01795054935711501,1.0,0.0,0.9966666666666667,0.01795054935711501,2.286683511607574,0.01810468514321084,0.9946168203510336,0.0024612187114914693,0.9930940309503199,0.007862764854292253,0.049833333333333334,0.0008975274678557515,0.954606365159129,0.02914235911133364,0.12333333333333334,0.0075645371452734795,0.8985,0.020130822139197403,0.2516301993381732,0.05198784657487448,0.25081100826921976,0.04435310714325811,0.19,0.017701224063135675,0.0,0.0,0.0,0.0,0.19,0.017701224063135675
10,moderate,high,egreedy_0.1,fixed,30,10.0,0.0,5.266666666666667,1.6316317667360556,5.266666666666667,1.6316317667360556,4.733333333333333,1.6316317667360556,4.733333333333333,1.6316317667360556,0.5266666666666666,0.16316317667360555,1.0,0.0,0.5266666666666666,0.16316317667360555,0.1505822058876288,0.059510756417521654,0.09180673753358888,0.028362931296595503,0.06539702108981654,0.025845193126018184,0.026333333333333334,0.008158158833680278,0.03986599664991625,0.01572756394546801,0.9746666666666667,0.011827463332806779,0.9053333333333333,0.015542057635833035,0.3499484352940482,0.044580590153135265,0.35017127949063553,0.04238627767696938,0.08933333333333333,0.028627880738111854,0.004666666666666667,0.016069294390925266,0.0,0.0,0.08933333333333333,0.028627880738111854
10,moderate,high,egreedy_0.1,flowing,30,10.0,0.0,5.066666666666666,1.569146972791976,5.066666666666666,1.569146972791976,4.933333333333334,1.569146972791976,4.933333333333334,1.569146972791976,0.5066666666666667,0.1569146972791976,1.0,0.0,0.5066666666666667,0.1569146972791976,0.1452359509992591,0.05703080214212977,0.08952101342331678,0.025751730890836617,0.06307517209294929,0.024768162668843113,0.025333333333333333,0.007845734863959881,0.03819095477386935,0.013269884301734244,0.9756666666666667,0.010624918300339495,0.906,0.02075250988836452,0.35859042569686,0.04994070318140663,0.35776816593233207,0.04356222536903061,0.08800000000000001,0.030375428666385384,0.004,0.010832051206181281,0.0006666666666666666,0.003590109871423003,0.08733333333333333,0.03119116684077223
10,moderate,high,egreedy_0.5,fixed,30,10.0,0.0,5.433333333333334,1.3337499349161703,5.433333333333334,1.3337499349161703,4.566666666666666,1.3337499349161703,4.566666666666666,1.3337499349161703,0.5433333333333333,0.13337499349161705,1.0,0.0,0.5433333333333333,0.13337499349161705,0.15227144904433873,0.05196819513267246,0.0897282094277277,0.021433241550585666,0.0661306500713685,0.022569500380591075,0.02716666666666667,0.006668749674580853,0.03534338358458961,0.010892924950009453,0.975,0.009398581453247798,0.9035,0.022625575499126364,0.35103339334101774,0.057908178999519055,0.36161033694054107,0.05392626394041454,0.10866666666666668,0.02667499869832341,0.0,0.0,0.0,0.0,0.10866666666666668,0.02667499869832341
10,moderate,high,egreedy_0.5,flowing,30,10.0,0.0,5.333333333333333,1.7191729277636836,5.333333333333333,1.7191729277636836,4.666666666666667,1.7191729277636836,4.666666666666667,1.7191729277636836,0.5333333333333333,0.17191729277636836,1.0,0.0,0.5333333333333333,0.17191729277636836,0.1552851298811942,0.07684571295686672,0.09116969948374264,0.029423853368994078,0.0674394750290324,0.03337366909508843,0.02666666666666667,0.008595864638818418,0.04020100502512563,0.016514247964979883,0.974,0.01457166199626292,0.9105,0.021807873196011875,0.3630950127184899,0.051846083452865406,0.3618545594953638,0.058446576894653136,0.10066666666666667,0.0320347034046239,0.002,0.010770329614269008,0.0,0.0,0.10066666666666667,0.0320347034046239
10,moderate,high,thompson,fixed,30,10.0,0.0,5.966666666666667,1.4715826703096078,5.966666666666667,1.4715826703096078,4.033333333333333,1.4715826703096078,4.033333333333333,1.4715826703096078,0.5966666666666667,0.14715826703096077,1.0,0.0,0.5966666666666667,0.14715826703096077,1.3605097591186617,0.35024300214861226,0.7717702057662259,0.14613069054289413,0.590861880960757,0.15210860315837105,0.029833333333333333,0.00735791335154804,0.6083752093802345,0.14149652893577197,0.44033333333333335,0.14513748271514457,0.9025000000000001,0.016111590031195982,0.36249025525379674,0.04984185865052573,0.3561338110431629,0.05489039356660628,0.11533333333333334,0.027170245163086446,0.0006666666666666666,0.003590109871423003,0.0,0.0,0.11533333333333334,0.027170245163086446
10,moderate,high,thompson,flowing,30,10.0,0.0,5.6,1.3808210118138653,5.6,1.3808210118138653,4.4,1.3808210118138653,4.4,1.3808210118138653,0.5599999999999999,0.13808210118138653,1.0,0.0,0.5599999999999999,0.13808210118138653,1.3639967598540486,0.2956114703892775,0.8056165442976774,0.09259730746614685,0.5923762661385282,0.12838243037736974,0.028,0.006904105059069327,0.574036850921273,0.11575024170082267,0.44333333333333336,0.13433995020924425,0.8925000000000001,0.01711480840286175,0.3508857085179493,0.04916160927497225,0.35259144407139253,0.0553834078450278,0.088,0.024,0.008666666666666666,0.016069294390925266,0.0,0.0,0.088,0.024
10,moderate,high,ucb,fixed,30,10.0,0.0,5.2,1.2754084313139327,5.2,1.2754084313139327,4.8,1.2754084313139327,4.8,1.2754084313139327,0.52,0.12754084313139324,1.0,0.0,0.52,0.12754084313139324,1.6016075352564545,0.25764961805811754,0.9911525791970436,0.006471817997222412,0.6955693147365459,0.11189580738712085,0.026000000000000002,0.006377042156569665,0.9551088777219431,0.04982961015250399,0.24433333333333335,0.06322886120189805,0.8938333333333334,0.02076388424377505,0.34298165127311336,0.0628394118660314,0.3454540402846634,0.06481149300153971,0.10400000000000001,0.02550816862627866,0.0,0.0,0.0,0.0,0.10400000000000001,0.02550816862627866
10,moderate,high,ucb,flowing,30,10.0,0.0,5.633333333333334,1.6629959577688562,5.633333333333334,1.6629959577688562,4.366666666666666,1.6629959577688562,4.366666666666666,1.6629959577688562,0.5633333333333334,0.16629959577688563,1.0,0.0,0.5633333333333334,0.16629959577688563,1.665567519064474,0.3326361519340751,0.9923303418012178,0.0041198561814596345,0.7233467827669903,0.14446204526650047,0.028166666666666666,0.008314979788844282,0.8673366834170855,0.13524715885469293,0.2385,0.08263524268333296,0.898,0.022083176100069192,0.3275817336034629,0.056266454279308833,0.3374030355039944,0.06365029105924407,0.106,0.036932370625238777,0.0026666666666666666,0.008537498983243798,0.0,0.0,0.106,0.036932370625238777
10,moderate,low,egreedy_0.1,fixed,30,10.0,0.0,9.5,0.6191391873668903,9.5,0.6191391873668903,0.5,0.6191391873668903,0.5,0.6191391873668903,0.95,0.06191391873668902,1.0,0.0,0.95,0.06191391873668902,0.27795998251163484,0.025176835115918055,0.12357731814030846,0.01077850061055594,0.12071648659472738,0.010934160562631228,0.0475,0.003095695936834453,0.0814070351758794,0.0064090875945423745,0.955,0.005477225575051653,0.9043333333333333,0.019223827807061628,0.22447942019843806,0.03697499933258531,0.22816608655169654,0.03966670432154192,0.13066666666666668,0.04186751591495355,0.03266666666666667,0.0374106342575952,0.0,0.0,0.13066666666666668,0.04186751591495355
10,moderate,low,egreedy_0.1,flowing,30,10.0,0.0,9.333333333333334,0.8299933065325822,9.333333333333334,0.8299933065325822,0.6666666666666666,0.8299933065325822,0.6666666666666666,0.8299933065325822,0.9333333333333333,0.08299933065325821,1.0,0.0,0.9333333333333333,0.08299933065325821,0.2766126545620127,0.03634093922821976,0.12409008180754001,0.01644189372842379,0.12013134950089248,0.015782669373997256,0.04666666666666667,0.004149966532662912,0.07989949748743719,0.008737555347232815,0.955,0.007958224257542206,0.894,0.02154065922853803,0.2348757743484009,0.041851768788378235,0.23515167193937037,0.03272701390149939,0.11800000000000001,0.035907288025320616,0.022,0.027006172134038792,0.0,0.0,0.11800000000000001,0.035907288025320616
10,moderate,low,egreedy_0.5,fixed,30,10.0,0.0,9.566666666666666,0.6155395104206463,9.566666666666666,0.6155395104206463,0.43333333333333335,0.6155395104206463,0.43333333333333335,0.6155395104206463,0.9566666666666667,0.06155395104206461,1.0,0.0,0.9566666666666667,0.06155395104206461,0.2879727687523386,0.04521937389001106,0.12745736290839343,0.01841688502739513,0.12506498440754182,0.019638524555551783,0.04783333333333333,0.003077697552103233,0.06733668341708543,0.009587328657456737,0.9528333333333333,0.009805044053388464,0.8956666666666667,0.024004629183185123,0.2317365817644788,0.03653046421974149,0.23234707045769215,0.0346433993613978,0.19133333333333333,0.012310790208412931,0.0,0.0,0.0,0.0,0.19133333333333333,0.012310790208412931
10,moderate,low,egreedy_0.5,flowing,30,10.0,0.0,9.333333333333334,0.6497862896539309,9.333333333333334,0.6497862896539309,0.6666666666666666,0.6497862896539309,0.6666666666666666,0.6497862896539309,0.9333333333333333,0.0649786289653931,1.0,0.0,0.9333333333333333,0.0649786289653931,0.2722553159267038,0.02958654530302458,0.12182926150340256,0.010804130660167442,0.11823898137579397,0.012849273363684148,0.04666666666666667,0.003248931448269656,0.07035175879396985,0.006865628653909276,0.956,0.005686240703077332,0.9036666666666667,0.01741327718214531,0.22104513481024074,0.03983416850460665,0.22237646188989468,0.03949345392885828,0.17466666666666666,0.021868292622475635,0.004666666666666667,0.014313940369055925,0.0,0.0,0.17466666666666666,0.021868292622475635
10,moderate,low,thompson,fixed,30,10.0,0.0,9.233333333333333,0.8439325934114775,9.2,0.8326663997864531,0.8,0.8326663997864531,0.7666666666666667,0.8439325934114775,0.9233333333333333,0.08439325934114773,0.9966666666666667,0.01795054935711501,0.92,0.0832666399786453,1.828189854686593,0.1514777839830674,0.8248808525355502,0.06820601878183852,0.793972765761895,0.06578596571477896,0.046,0.004163331998932267,0.7249581239530988,0.06728082551994245,0.33716666666666667,0.0899136931853109,0.902,0.017397317800933194,0.24888440878100357,0.04020005192950791,0.24469205544787542,0.03837801981105616,0.17266666666666666,0.02031966753883756,0.004,0.008,0.0,0.0,0.17266666666666666,0.02031966753883756
10,moderate,low,thompson,flowing,30,10.0,0.0,9.533333333333333,0.669991708074726,9.533333333333333,0.669991708074726,0.4666666666666667,0.669991708074726,0.4666666666666667,0.669991708074726,0.9533333333333334,0.06699917080747259,1.0,0.0,0.9533333333333334,0.06699917080747259,1.8199431928152698,0.1775683621157695,0.8077284519740673,0.07156275571676446,0.7903912860170575,0.07711695982747714,0.04766666666666667,0.0033499585403736314,0.7154103852596315,0.07903446842805963,0.3385,0.10731689832764767,0.9048333333333334,0.02018594120228786,0.23720655524429332,0.029607250943810386,0.23528917793069523,0.03002456603751224,0.14933333333333335,0.02999259167787198,0.014666666666666666,0.019275776393067948,0.0033333333333333335,0.007453559924999299,0.146,0.03272104317815474
10,moderate,low,ucb,fixed,30,10.0,0.0,9.466666666666667,0.7180219742846006,9.466666666666667,0.7180219742846006,0.5333333333333333,0.7180219742846006,0.5333333333333333,0.7180219742846006,0.9466666666666667,0.07180219742846004,1.0,0.0,0.9466666666666667,0.07180219742846004,2.2293436006010467,0.07920391102132146,0.9931369729989348,0.0030491371829879242,0.9681916240073615,0.03439782150171607,0.04733333333333333,0.003590109871423004,0.9961474036850921,0.004799513829780378,0.13316666666666666,0.012811670027318409,0.9003333333333333,0.021483844059096036,0.23380806632191245,0.03790448238198683,0.22385755850449932,0.039423434637390946,0.18933333333333333,0.014360439485692015,0.0,0.0,0.0,0.0,0.18933333333333333,0.014360439485692015
10,moderate,low,ucb,flowing,30,10.0,0.0,9.333333333333334,0.7453559924999299,9.333333333333334,0.7453559924999299,0.6666666666666666,0.7453559924999299,0.6666666666666666,0.7453559924999299,0.9333333333333333,0.07453559924999298,1.0,0.0,0.9333333333333333,0.07453559924999298,2.2172053634021474,0.0814972245684974,0.9941499234515055,0.0033813713114037715,0.9629200545718467,0.035393794920528535,0.04666666666666667,0.0037267799624996507,0.9420435510887772,0.033627899742256905,0.1325,0.014705441169852743,0.8955,0.02423324163210528,0.2313052847854505,0.03270686809071933,0.23322620967779448,0.03255660428868177,0.17466666666666666,0.024729649321321878,0.002,0.007916228058025278,0.0,0.0,0.17466666666666666,0.024729649321321878
10,tight,high,egreedy_0.1,fixed,30,10.0,0.0,2.0,1.0327955589886446,2.0,1.0327955589886446,8.0,1.0327955589886446,8.0,1.0327955589886446,0.2,0.10327955589886445,1.0,0.0,0.2,0.10327955589886445,0.03667574218672868,0.03828556552414139,0.03987449872646747,0.03882024458849115,0.015928072451402566,0.016627209843679984,0.01,0.0051639777949432225,0.009380234505862646,0.01002789249386651,0.9938333333333333,0.006792561290771617,0.8981666666666667,0.01795751158212693,0.22553502716197757,0.08904295998198754,0.24451093493265938,0.07473995371023885,0.03866666666666667,0.020612833111653742,0.0,0.0,0.0,0.0,0.03866666666666667,0.020612833111653742
10,tight,high,egreedy_0.1,flowing,30,10.0,0.0,2.1,1.2206555615733703,2.1,1.2206555615733703,7.9,1.2206555615733703,7.9,1.2206555615733703,0.21000000000000002,0.12206555615733702,1.0,0.0,0.21000000000000002,0.12206555615733702,0.05090293246972946,0.08803721619529079,0.0557238815504927,0.11985250763776092,0.02210686268429737,0.038234077195738375,0.0105,0.006103277807866851,0.011055276381909548,0.01226789509118965,0.9883333333333333,0.03194613522095523,0.9003333333333333,0.02228352655114437,0.24918104909871447,0.0914021727740007,0.24216292966131217,0.10489347649167609,0.03666666666666667,0.02070963275601209,0.0013333333333333333,0.004988876515698589,0.0,0.0,0.03666666666666667,0.02070963275601209
10,tight,high,egreedy_0.5,fixed,30,10.0,0.0,2.1333333333333333,1.2578641509408806,2.1333333333333333,1.2578641509408806,7.866666666666666,1.2578641509408806,7.866666666666666,1.2578641509408806,0.21333333333333335,0.12578641509408806,1.0,0.0,0.21333333333333335,0.12578641509408806,0.04594263921919189,0.062191110280012306,0.0409695611830688,0.04873765950411218,0.019952634696966957,0.027009256018045942,0.010666666666666666,0.006289320754704402,0.009547738693467337,0.01141120357135752,0.9916666666666667,0.013249737942901206,0.9025,0.02403989739301452,0.22401014519500767,0.05521629844689886,0.22987092488662964,0.07217226020151485,0.042666666666666665,0.02515728301881761,0.0,0.0,0.0,0.0,0.042666666666666665,0.02515728301881761
10,tight,high,egreedy_0.5,flowing,30,10.0,0.0,1.5666666666666667,0.8825468196582484,1.5666666666666667,0.8825468196582484,8.433333333333334,0.8825468196582484,8.433333333333334,0.8825468196582484,0.15666666666666668,0.08825468196582484,1.0,0.0,0.15666666666666668,0.08825468196582484,0.039780243295291895,0.12385660684302834,0.05171354491870111,0.17698574373815154,0.0172763401519141,0.053790240899187734,0.007833333333333333,0.004412734098291242,0.005695142378559464,0.008178596727459768,0.982,0.08219489035213806,0.9015,0.022954665466232944,0.25134870335005005,0.08638255458570569,0.2458323424224153,0.0943641581209132,0.03133333333333333,0.01765093639316497,0.0,0.0,0.0,0.0,0.03133333333333333,0.01765093639316497
10,tight,high,thompson,fixed,30,10.0,0.0,1.9666666666666666,0.9480975102218595,1.9666666666666666,0.9480975102218595,8.033333333333333,0.9480975102218595,8.033333333333333,0.9480975102218595,0.19666666666666666,0.09480975102218595,1.0,0.0,0.19666666666666666,0.09480975102218595,0.3763057054165019,0.3934457246417434,0.3751131033964173,0.37135201901235204,0.16342749137109738,0.1708713071403354,0.009833333333333333,0.004740487551109297,0.20117252931323285,0.21488698261680406,0.8346666666666667,0.18982857764016695,0.9105,0.02199810597907617,0.2595959988751455,0.0727141797983342,0.2441167547314714,0.07863415465701462,0.03933333333333333,0.018961950204437188,0.0,0.0,0.0,0.0,0.03933333333333333,0.018961950204437188
10,tight,high,thompson,flowing,30,10.0,0.0,2.1,1.011599393699568,2.1,1.011599393699568,7.9,1.011599393699568,7.9,1.011599393699568,0.21,0.10115993936995679,1.0,0.0,0.21,0.10115993936995679,0.4711198474624713,0.4339191891235061,0.4817791173573979,0.40424165560084696,0.20460475006805298,0.18844870942827222,0.0105,0.00505799696849784,0.22177554438860972,0.209018380787121,0.7775,0.22344555638156394,0.8973333333333333,0.02238799281360933,0.23405255792015364,0.07203875422474766,0.23200564035875268,0.07872984029214473,0.04066666666666666,0.018961950204437188,0.0,0.0,0.0,0.0,0.04066666666666666,0.018961950204437188
10,tight,high,ucb,fixed,30,10.0,0.0,2.3,1.2948616399703354,2.3,1.2948616399703354,7.7,1.2948616399703354,7.7,1.2948616399703354,0.23,0.12948616399703355,1.0,0.0,0.23,0.12948616399703355,0.6648283442158005,0.573318087633043,0.6287073649615657,0.4783984763390706,0.28873128130579784,0.24898888183435552,0.0115,0.0064743081998516775,0.4623115577889447,0.39223243535308655,0.6273333333333333,0.2997825137588174,0.9013333333333333,0.02312766501160222,0.24978482767717894,0.08054621060636966,0.2371003748924859,0.0801447283141899,0.046,0.02589723279940671,0.0,0.0,0.0,0.0,0.046,0.02589723279940671
10,tight,high,ucb,flowing,30,10.0,0.0,2.0,1.0954451150103321,2.0,1.0954451150103321,8.0,1.0954451150103321,8.0,1.0954451150103321,0.2,0.10954451150103323,1.0,0.0,0.2,0.10954451150103323,0.5340993963673029,0.5392285236222784,0.5234292123101142,0.4900251699434491,0.2319564206301773,0.23418397229399276,0.01,0.005477225575051661,0.28542713567839195,0.3254569726105889,0.6996666666666667,0.29473132774707805,0.9023333333333333,0.018061622912192106,0.23876367606147872,0.06785623625822294,0.24342325943669543,0.07222588272563171,0.037333333333333336,0.021746008573733454,0.0006666666666666666,0.003590109871423003,0.0,0.0,0.037333333333333336,0.021746008573733454
10,tight,low,egreedy_0.1,fixed,30,10.0,0.0,7.466666666666667,1.2840906856172147,7.466666666666667,1.2840906856172147,2.533333333333333,1.2840906856172147,2.533333333333333,1.2840906856172147,0.7466666666666667,0.12840906856172152,1.0,0.0,0.7466666666666667,0.12840906856172152,0.21382021364054948,0.05083246587788215,0.10586584282086725,0.017147189139008864,0.09286093890346506,0.022076259432299555,0.037333333333333336,0.006420453428086074,0.060971524288107204,0.01276113698810111,0.9653333333333333,0.009030811456096053,0.9,0.02190890230020665,0.1699797426696601,0.02255831929355225,0.17209082860121588,0.03351676028088071,0.11533333333333334,0.032117838587855746,0.008,0.020396078054371138,0.0,0.0,0.11533333333333334,0.032117838587855746
10,tight,low,egreedy_0.1,flowing,30,10.0,0.0,7.133333333333334,1.3097921802925667,7.133333333333334,1.3097921802925667,2.8666666666666667,1.3097921802925667,2.8666666666666667,1.3097921802925667,0.7133333333333334,0.1309792180292567,1.0,0.0,0.7133333333333334,0.1309792180292567,0.19768677672270704,0.05085248080360984,0.10010884147048091,0.016858961725685566,0.08585427627591187,0.022084951804098793,0.035666666666666666,0.006548960901462834,0.05845896147403685,0.01300613659484366,0.9681666666666666,0.00917272527054467,0.9025,0.024109126902482403,0.1816789348135815,0.0371444966312743,0.175498568440703,0.028632036481590326,0.108,0.029484459183327975,0.008666666666666666,0.016069294390925266,0.0,0.0,0.108,0.029484459183327975
10,tight,low,egreedy_0.5,fixed,30,10.0,0.0,6.766666666666667,1.54236470683457,6.766666666666667,1.54236470683457,3.2333333333333334,1.54236470683457,3.2333333333333334,1.54236470683457,0.6766666666666666,0.154236470683457,1.0,0.0,0.6766666666666666,0.154236470683457,0.2016910452584321,0.0534701202146902,0.10605259788655859,0.022324010873607053,0.08759330800503608,0.023221778155943472,0.03383333333333333,0.00771182353417285,0.045561139028475715,0.013035227107767985,0.9666666666666667,0.009860132971832702,0.8943333333333333,0.0219747329651327,0.1660107595078889,0.028151296114647284,0.16042423531352965,0.026709178901333532,0.13533333333333333,0.0308472941366914,0.0,0.0,0.0,0.0,0.13533333333333333,0.0308472941366914
10,tight,low,egreedy_0.5,flowing,30,10.0,0.0,6.966666666666667,1.2512216252748973,6.966666666666667,1.2512216252748973,3.033333333333333,1.2512216252748973,3.033333333333333,1.2512216252748973,0.6966666666666667,0.12512216252748976,1.0,0.0,0.6966666666666667,0.12512216252748976,0.19572541246544645,0.047606156390454894,0.10042691355932584,0.01639944648905854,0.08500246660198132,0.020675091024997788,0.034833333333333334,0.006256108126374486,0.05309882747068677,0.011435764950551612,0.9683333333333333,0.008399735445569443,0.8955,0.020548722588034536,0.18035003578371744,0.034609379623581654,0.1674736600621167,0.03785150128127821,0.13466666666666666,0.02578543947441829,0.0006666666666666666,0.003590109871423003,0.0,0.0,0.13466666666666666,0.02578543947441829
10,tight,low,thompson,fixed,30,10.0,0.0,6.266666666666667,1.4360439485692011,6.266666666666667,1.4360439485692011,3.7333333333333334,1.4360439485692011,3.7333333333333334,1.4360439485692011,0.6266666666666667,0.14360439485692011,1.0,0.0,0.6266666666666667,0.14360439485692011,1.4310470020594583,0.29011159682251364,0.790572946289856,0.10231453611629922,0.6214958163386141,0.12599386563615864,0.03133333333333333,0.007180219742846006,0.623785594639866,0.10312110679432751,0.42733333333333334,0.12504488083173265,0.9016666666666667,0.02070963275601211,0.1754498364671372,0.035257209529702446,0.17502390863086728,0.03755359815357376,0.12066666666666667,0.028975085082800976,0.0006666666666666666,0.003590109871423003,0.0006666666666666666,0.003590109871423003,0.12,0.029664793948382652
10,tight,low,thompson,flowing,30,10.0,0.0,7.433333333333334,1.3085190950927015,7.433333333333334,1.3085190950927015,2.566666666666667,1.3085190950927015,2.566666666666667,1.3085190950927015,0.7433333333333333,0.13085190950927017,1.0,0.0,0.7433333333333333,0.13085190950927017,1.6162660903717194,0.21053696489436957,0.811881265958321,0.06030040276630732,0.7019354443357803,0.09143504209028334,0.03716666666666667,0.006542595475463506,0.659463986599665,0.07564089257739845,0.3546666666666667,0.07692998259600883,0.9003333333333333,0.017603661235347873,0.1779991476743828,0.03299223564157461,0.17711487535977458,0.030861904036889102,0.11666666666666667,0.028790430508918913,0.011333333333333334,0.012310790208412926,0.0013333333333333333,0.004988876515698589,0.11533333333333334,0.02860458393723325
10,tight,low,ucb,fixed,30,10.0,0.0,6.666666666666667,1.6193277068654826,6.666666666666667,1.6193277068654826,3.3333333333333335,1.6193277068654826,3.3333333333333335,1.6193277068654826,0.6666666666666666,0.16193277068654827,1.0,0.0,0.6666666666666666,0.16193277068654827,1.8493022663348377,0.26055183288745487,0.9916399255440898,0.004227787674324564,0.8031417696403977,0.11315622327279985,0.03333333333333333,0.008096638534327414,0.9745393634840871,0.038727895521925425,0.19883333333333333,0.05157007099299188,0.894,0.02289104628451921,0.16592771921935204,0.033119993165230226,0.17438405540296706,0.03713222997639723,0.13333333333333333,0.032386554137309655,0.0,0.0,0.0,0.0,0.13333333333333333,0.032386554137309655
10,tight,low,ucb,flowing,30,10.0,0.0,7.2,1.3515423288475528,7.2,1.3515423288475528,2.8,1.3515423288475528,2.8,1.3515423288475528,0.72,0.1351542328847553,1.0,0.0,0.72,0.1351542328847553,1.93726196005176,0.20168061515653984,0.9909885362148735,0.004428362886796422,0.8413421792515572,0.08758877826933859,0.036000000000000004,0.006757711644237764,0.9355108877721943,0.04570900480868305,0.18,0.038944404818493074,0.9006666666666667,0.014929463784372474,0.1780896952386919,0.027052871722548645,0.17799005832817386,0.030685719159979145,0.13666666666666666,0.028323527714997337,0.0013333333333333333,0.004988876515698589,0.0,0.0,0.13666666666666666,0.028323527714997337
100,generous,high,egreedy_0.1,fixed,30,100.0,0.0,90.03333333333333,2.664374014452342,21.033333333333335,5.528612443964177,78.96666666666667,5.528612443964177,9.966666666666667,2.664374014452342,0.9003333333333333,0.026643740144523424,0.23392564886176162,0.062138918997873514,0.21033333333333334,0.05528612443964178,0.640060890116896,0.18054776249723783,0.1422744452190173,0.04023566236794584,0.13898745632992576,0.03920544848626463,0.10516666666666667,0.02764306221982089,0.19028475711892798,0.04979243353936755,0.8961666666666667,0.030487246878362472,0.9025,0.019822125684867076,0.46749333951606103,0.014507128281957224,0.46748971760840174,0.01584987738664805,0.116,0.0397994974842648,0.096,0.0417612260356422,0.106,0.05468698809284222,0.010000000000000002,0.06547264059640993
100,generous,high,egreedy_0.1,flowing,30,100.0,0.0,90.23333333333333,2.564934480428085,19.833333333333332,4.274601995767819,80.16666666666667,4.274601995767819,9.766666666666667,2.564934480428085,0.9023333333333333,0.025649344804280848,0.21987928577873153,0.046909616273527105,0.19833333333333333,0.04274601995767819,0.5994121977694886,0.14787000724166097,0.13313408892161901,0.03271555283182547,0.1301607049383948,0.03210956409202362,0.09916666666666667,0.021373009978839095,0.17889447236180905,0.03845890311016413,0.9033333333333333,0.025011108643072107,0.8988333333333334,0.024889198906799366,0.46192336354832114,0.018226481897192247,0.46297158819718504,0.020042944501323424,0.11866666666666667,0.04224794538067963,0.09,0.036423435679060624,0.09133333333333334,0.04279667692187742,0.027333333333333334,0.05476819839610899
100,generous,high,egreedy_0.5,fixed,30,100.0,0.0,91.46666666666667,3.6030850978324427,91.23333333333333,3.5933580704157806,8.766666666666667,3.5933580704157806,8.533333333333333,3.6030850978324427,0.9146666666666666,0.03603085097832442,0.997497590129169,0.009437190248154809,0.9123333333333333,0.035933580704157794,2.724485428422498,0.10431383883231804,0.603256473571462,0.018155699282670433,0.5916144937948539,0.02265146229551044,0.45616666666666666,0.017966790352078897,0.68107202680067,0.03870180539136236,0.5475,0.018652524404666134,0.906,0.016703293088490074,0.4695069490363393,0.021081937313506903,0.46858017637839555,0.019159667436163357,0.5093333333333333,0.07442819059708193,0.494,0.06931089380465383,0.2966666666666667,0.13962648586695706,0.21266666666666667,0.1773496233119453
