condition,algorithm,arm_regime,k,round,n_sims,active_ecological_richness_mean,active_ecological_richness_sd,active_feasible_richness_mean,active_feasible_richness_sd,cumulative_unique_mean,cumulative_unique_sd,unique_share_mean,unique_share_sd,unique_over_active_mean,unique_over_active_sd,new_discovered_mean,new_discovered_sd,feasible_richness_mean,feasible_richness_sd,cumulative_unique_over_feasible_mean,cumulative_unique_over_feasible_sd
ecology_k_10,egreedy_0.1,fixed,10,90,100,10.0,0.0,9.99,0.099498743710662,8.93,1.6202160349780519,0.893,0.1620216034978052,0.893,0.1620216034978052,0.07,0.2551470164434615,9.99,0.099498743710662,0.894,0.16236994795835835
ecology_k_10,egreedy_0.1,fixed,10,91,100,10.0,0.0,9.99,0.099498743710662,8.96,1.5806327846783388,0.896,0.15806327846783388,0.896,0.15806327846783388,0.03,0.1705872210923198,9.99,0.099498743710662,0.897,0.1584013888827999
ecology_k_10,egreedy_0.1,fixed,10,92,100,10.0,0.0,9.99,0.099498743710662,9.0,1.5684387141358123,0.9,0.15684387141358122,0.9,0.15684387141358122,0.04,0.19595917942265426,9.99,0.099498743710662,0.901,0.15715915499900093
ecology_k_10,egreedy_0.1,fixed,10,93,100,10.0,0.0,9.99,0.099498743710662,9.03,1.5326773959317075,0.903,0.15326773959317075,0.903,0.15326773959317075,0.03,0.1705872210923198,9.99,0.099498743710662,0.904,0.15357083056361973
ecology_k_10,egreedy_0.1,fixed,10,94,100,10.0,0.0,9.99,0.099498743710662,9.06,1.5285287043428397,0.906,0.15285287043428397,0.906,0.15285287043428397,0.03,0.1705872210923198,9.99,0.099498743710662,0.907,0.1531371933920692
ecology_k_10,egreedy_0.1,fixed,10,95,100,10.0,0.0,9.99,0.099498743710662,9.09,1.523778199082793,0.909,0.1523778199082793,0.909,0.1523778199082793,0.03,0.1705872210923198,9.99,0.099498743710662,0.91,0.15264337522473748
ecology_k_10,egreedy_0.1,fixed,10,96,100,10.0,0.0,9.99,0.099498743710662,9.12,1.52499180325666,0.912,0.152499180325666,0.912,0.152499180325666,0.03,0.1705872210923198,9.99,0.099498743710662,0.913,0.1527448853480862
ecology_k_10,egreedy_0.1,fixed,10,97,100,10.0,0.0,9.99,0.099498743710662,9.16,1.4677874505527018,0.916,0.1467787450552702,0.916,0.1467787450552702,0.04,0.19595917942265426,9.99,0.099498743710662,0.917,0.14700680256369092
ecology_k_10,egreedy_0.1,fixed,10,98,100,10.0,0.0,9.99,0.099498743710662,9.18,1.444852933692561,0.918,0.14448529336925608,0.918,0.14448529336925608,0.02,0.14,9.99,0.099498743710662,0.919,0.144703144402601
ecology_k_10,egreedy_0.1,fixed,10,99,100,10.0,0.0,9.99,0.099498743710662,9.21,1.423341139713175,0.921,0.1423341139713175,0.921,0.1423341139713175,0.03,0.1705872210923198,9.99,0.099498743710662,0.922,0.14253420642077466
ecology_k_10,egreedy_0.1,fixed,10,100,100,10.0,0.0,9.99,0.099498743710662,9.24,1.3573503600765722,0.924,0.1357350360076572,0.924,0.1357350360076572,0.03,0.1705872210923198,9.99,0.099498743710662,0.925,0.13592277219068186
